"food_code","name","category","base_amount","base_unit","kcal","carbs","protein","fat","sugar","dietary_fiber","vit_a","vit_c","vit_d","calcium","iron","sodium","image"
"D220-737000000-0543","스무디_밀크 쉐이크 (L)","음료 및 차류","200","ML","150","19.88","1.9","0.0","12.26","0.0","0.0","0.0","0.0","0.0","0.0","74.0","food-category/beverage.jpg"
"D220-737000000-0544","스무디_밀크 쉐이크 (ML)","음료 및 차류","200","ML","154","21.12","1.98","0.0","12.96","0.0","0.0","0.0","0.0","0.0","0.0","76.0","food-category/beverage.jpg"
"D220-737000000-0545","스무디_밀크 쉐이크","음료 및 차류","200","ML","166","0.0","1.7","0.0","20.3","0.0","0.0","0.0","0.0","0.0","0.0","68.0","food-category/beverage.jpg"
"D220-737000000-0547","스무디_밀크 쉐이크 (R)","음료 및 차류","200","ML","202","0.0","3.0","0.0","22.8","0.0","0.0","0.0","0.0","0.0","0.0","82.0","food-category/beverage.jpg"
"D220-737000000-0548","스무디_바나나 아일랜드 스무디 (L)","음료 및 차류","200","ML","92","0.0","2.36","0.0","19.28","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0549","스무디_바나나 아일랜드 스무디 (R)","음료 및 차류","200","ML","92","0.0","2.12","0.0","19.02","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0550","스무디_바나나 아일랜드 스무디 (S)","음료 및 차류","200","ML","92","0.0","2.26","0.0","19.2","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0513","스무디_망고 바나나 프라페","음료 및 차류","200","ML","100","0.0","0.38","0.0","24.4","0.0","0.0","0.0","0.0","0.0","0.0","10.0","food-category/beverage.jpg"
"D220-737000000-0514","스무디_망고 아이스 블렌디드","음료 및 차류","200","ML","154","0.0","0.56","0.0","29.86","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0515","스무디_망고 요거스 아이스(ICED) (L)","음료 및 차류","200","ML","140","27.9","1.9","0.0","26.22","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0516","스무디_망고 요거스 아이스(ICED) (ML)","음료 및 차류","200","ML","146","29.3","1.98","0.0","27.6","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0517","스무디_망고 요거트 스무디","음료 및 차류","200","ML","148","0.0","1.98","0.0","26.38","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0518","스무디_망고 페스티벌 스무디 (L)","음료 및 차류","200","ML","108","0.0","1.02","0.0","23.68","0.0","0.0","0.0","0.0","0.0","0.0","10.0","food-category/beverage.jpg"
"D220-737000000-0519","스무디_망고 페스티벌 스무디 (R)","음료 및 차류","200","ML","106","0.0","0.84","0.0","23.68","0.0","0.0","0.0","0.0","0.0","0.0","10.0","food-category/beverage.jpg"
"D220-737000000-0520","스무디_망고 페스티벌 스무디 (S)","음료 및 차류","200","ML","108","0.0","1.12","0.0","23.72","0.0","0.0","0.0","0.0","0.0","0.0","10.0","food-category/beverage.jpg"
"D220-737000000-0521","스무디_망고바나나요거트","음료 및 차류","200","ML","166","0.0","2.58","0.0","30.08","0.0","0.0","0.0","0.0","0.0","0.0","48.0","food-category/beverage.jpg"
"D220-737000000-0522","스무디_망고 스무디 (L)","음료 및 차류","200","ML","140","0.0","0.0","0.0","30.24","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0524","스무디_망고 스무디 (M)","음료 및 차류","200","ML","188","0.0","0.0","0.0","40.6","0.0","0.0","0.0","0.0","0.0","0.0","46.0","food-category/beverage.jpg"
"D220-737000000-0525","스무디_망고 스무디 (R)","음료 및 차류","200","ML","186","0.0","0.0","0.0","33.06","0.0","0.0","0.0","0.0","0.0","0.0","10.0","food-category/beverage.jpg"
"D220-737000000-0526","스무디_망고요거트","음료 및 차류","200","ML","168","0.0","3.06","0.0","34.22","0.0","0.0","0.0","0.0","0.0","0.0","50.0","food-category/beverage.jpg"
"D220-737000000-0527","스무디_망고요거트 스무디","음료 및 차류","200","ML","142","0.0","2.96","0.0","17.62","0.0","0.0","0.0","0.0","0.0","0.0","38.0","food-category/beverage.jpg"
"D220-737000000-0528","스무디_망고 요거트 코코 스무디","음료 및 차류","200","ML","220","0.0","3.3","0.0","37.38","0.0","0.0","0.0","0.0","0.0","0.0","84.0","food-category/beverage.jpg"
"D220-737000000-0529","스무디_멜론 쉐이크 (L)","음료 및 차류","200","ML","132","21.78","2.12","0.0","19.88","0.0","0.0","0.0","0.0","0.0","0.0","64.0","food-category/beverage.jpg"
"D220-737000000-0530","스무디_멜론 쉐이크 (ML)","음료 및 차류","200","ML","132","22.82","2.26","0.0","20.84","0.0","0.0","0.0","0.0","0.0","0.0","66.0","food-category/beverage.jpg"
"D220-737000000-0531","스무디_모카 프라페 (L)","음료 및 차류","200","ML","182","0.0","2.8","0.0","23.86","0.0","0.0","0.0","0.0","0.0","0.0","74.0","food-category/beverage.jpg"
"D220-737000000-0494","스무디_라니 리틀 골드키위 썬샤인 스무디","음료 및 차류","200","ML","136","0.0","0.56","0.0","30.5","0.0","0.0","0.0","0.0","0.0","0.0","8.0","food-category/beverage.jpg"
"D220-737000000-0495","스무디_라이스 쉐이크","음료 및 차류","200","ML","242","0.0","2.8","0.0","22.8","0.0","0.0","0.0","0.0","0.0","0.0","112.0","food-category/beverage.jpg"
"D220-737000000-0496","스무디_라임자몽 크러쉬","음료 및 차류","200","ML","24","0.0","0.1","0.0","4.4","0.0","0.0","0.0","0.0","0.0","0.0","8.0","food-category/beverage.jpg"
"D220-737000000-0497","스무디_라임포도 크러쉬","음료 및 차류","200","ML","64","0.0","0.3","0.0","14.58","0.0","0.0","0.0","0.0","0.0","0.0","12.0","food-category/beverage.jpg"
"D220-737000000-0498","스무디_레드자몽 쿨러시","음료 및 차류","200","ML","122","0.0","0.16","0.0","28.8","0.0","0.0","0.0","0.0","0.0","0.0","16.0","food-category/beverage.jpg"
"D220-737000000-0499","스무디_레몬 딸기 스무디","음료 및 차류","200","ML","92","23.14","0.1","0.0","21.86","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0500","스무디_레몬 요거트 스무디","음료 및 차류","200","ML","156","28.64","3.06","0.0","27.48","0.0","0.0","0.0","0.0","0.0","0.0","58.0","food-category/beverage.jpg"
"D220-737000000-0501","스무디_레몬트위스트 스트로베리 스무디 (L)","음료 및 차류","200","ML","142","0.0","0.34","0.0","32.48","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0502","스무디_레몬트위스트 스트로베리 스무디 (R)","음료 및 차류","200","ML","142","0.0","0.42","0.0","32.56","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0503","스무디_레몬트위스트 스트로베리 스무디 (S)","음료 및 차류","200","ML","142","0.0","0.56","0.0","32.76","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0504","스무디_로기 리틀 스트로베리 익스크림 스무디","음료 및 차류","200","ML","108","0.0","0.56","0.0","23.72","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0505","스무디_리얼초코 프라페","음료 및 차류","200","ML","226","0.0","4.06","0.0","15.9","0.0","0.0","0.0","0.0","0.0","0.0","96.0","food-category/beverage.jpg"
"D220-737000000-0506","스무디_린1 다크초코 스무디 (L)","음료 및 차류","200","ML","100","0.0","4.4","0.0","3.04","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0507","스무디_린1 다크초코 스무디 (R)","음료 및 차류","200","ML","100","0.0","4.22","0.0","2.96","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0508","스무디_린1 다크초코 스무디 (S)","음료 및 차류","200","ML","100","0.0","4.52","0.0","3.38","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0509","스무디_린1 스트로베리 스무디 (L)","음료 및 차류","200","ML","94","0.0","4.4","0.0","13.2","0.0","0.0","0.0","0.0","0.0","0.0","50.0","food-category/beverage.jpg"
"D220-737000000-0510","스무디_린1 스트로베리 스무디 (R)","음료 및 차류","200","ML","94","0.0","4.22","0.0","13.1","0.0","0.0","0.0","0.0","0.0","0.0","50.0","food-category/beverage.jpg"
"D220-737000000-0511","스무디_린1 스트로베리 스무디 (S)","음료 및 차류","200","ML","94","0.0","4.52","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","food-category/beverage.jpg"
"D220-737000000-0512","스무디_말차초코칩 프라페","음료 및 차류","200","ML","300","0.0","1.7","0.0","44.0","0.0","0.0","0.0","0.0","0.0","0.0","142.0","food-category/beverage.jpg"
"D220-737000000-0476","스무디_딸기 쉐이크 (R)","음료 및 차류","200","ML","228","0.0","3.06","0.0","32.8","0.0","0.0","0.0","0.0","0.0","0.0","66.0","food-category/beverage.jpg"
"D220-737000000-0477","스무디_딸기스노우 프라페","음료 및 차류","200","ML","132","0.0","1.7","0.0","19.62","0.0","0.0","0.0","0.0","0.0","0.0","46.0","food-category/beverage.jpg"
"D220-737000000-0479","스무디_딸기 스무디 (L)","음료 및 차류","200","ML","148","0.0","2.1","0.0","26.64","0.0","0.0","0.0","0.0","0.0","0.0","48.0","food-category/beverage.jpg"
"D220-737000000-0481","스무디_딸기 스무디 (M)","음료 및 차류","200","ML","146","0.0","1.72","0.0","27.74","0.0","0.0","0.0","0.0","0.0","0.0","42.0","food-category/beverage.jpg"
"D220-737000000-0482","스무디_딸기 스무디 (R)","음료 및 차류","200","ML","116","0.0","1.2","0.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","food-category/beverage.jpg"
"D220-737000000-0483","스무디_딸기요거 스무디","음료 및 차류","200","ML","202","0.0","3.72","0.0","27.42","0.0","0.0","0.0","0.0","0.0","0.0","76.0","food-category/beverage.jpg"
"D220-737000000-0484","스무디_딸기요거트","음료 및 차류","200","ML","152","0.0","2.28","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","42.0","food-category/beverage.jpg"
"D220-737000000-0485","스무디_딸기요거트 스무디","음료 및 차류","200","ML","100","0.0","2.34","0.0","15.24","0.0","0.0","0.0","0.0","0.0","0.0","46.0","food-category/beverage.jpg"
"D220-737000000-0486","스무디_딸기 요거트 드링크","음료 및 차류","200","ML","126","20.0","3.08","0.0","19.48","0.0","0.0","0.0","0.0","0.0","0.0","58.0","food-category/beverage.jpg"
"D220-737000000-0487","스무디_딸기요거트 스무디 (L)","음료 및 차류","200","ML","186","0.0","1.74","0.0","33.42","0.0","0.0","0.0","0.0","0.0","0.0","32.0","food-category/beverage.jpg"
"D220-737000000-0488","스무디_딸기요거트 스무디 (R)","음료 및 차류","200","ML","166","0.0","2.4","0.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0489","스무디_딸기 초코칩 프라페","음료 및 차류","200","ML","268","0.0","1.36","0.0","37.9","0.0","0.0","0.0","0.0","0.0","0.0","140.0","food-category/beverage.jpg"
"D220-737000000-0490","스무디_딸기크림쿠키 프라페","음료 및 차류","200","ML","252","0.0","4.06","0.0","24.02","0.0","0.0","0.0","0.0","0.0","0.0","134.0","food-category/beverage.jpg"
"D220-737000000-0491","스무디_딸기크림프라푸치노","음료 및 차류","200","ML","172","0.0","1.78","0.0","25.12","0.0","0.0","0.0","0.0","0.0","0.0","44.0","food-category/beverage.jpg"
"D220-737000000-0492","스무디_딸기피치 요거스무디","음료 및 차류","200","ML","222","0.0","3.72","0.0","34.52","0.0","0.0","0.0","0.0","0.0","0.0","68.0","food-category/beverage.jpg"
"D220-737000000-0493","스무디_딸기한라봉 스무디","음료 및 차류","200","ML","132","0.0","0.0","0.0","30.46","0.0","0.0","0.0","0.0","0.0","0.0","6.0","food-category/beverage.jpg"
"D220-737000000-0456","스무디_녹차 리터치노 아이스(ICED) (L)","음료 및 차류","200","ML","168","29.8","2.32","0.0","27.7","0.0","0.0","0.0","0.0","0.0","0.0","56.0","food-category/beverage.jpg"
"D220-737000000-0457","스무디_녹차 리터치노 아이스(ICED) (ML)","음료 및 차류","200","ML","166","29.86","2.54","0.0","27.88","0.0","0.0","0.0","0.0","0.0","0.0","56.0","food-category/beverage.jpg"
"D220-737000000-0458","스무디_녹차 바나치노","음료 및 차류","200","ML","178","32.66","3.0","0.0","29.04","0.0","0.0","0.0","0.0","0.0","0.0","46.0","food-category/beverage.jpg"
"D220-737000000-0459","스무디_달달녹차프라푸치노","음료 및 차류","200","ML","174","0.0","2.76","0.0","34.04","0.0","0.0","0.0","0.0","0.0","0.0","26.0","food-category/beverage.jpg"
"D220-737000000-0460","스무디_더블초코 리터치노 아이스(ICED) (L)","음료 및 차류","200","ML","160","26.0","2.12","0.0","21.36","0.0","0.0","0.0","0.0","0.0","0.0","52.0","food-category/beverage.jpg"
"D220-737000000-0461","스무디_더블초코 리터치노 아이스(ICED) (ML)","음료 및 차류","200","ML","136","21.7","1.98","0.0","18.02","0.0","0.0","0.0","0.0","0.0","0.0","48.0","food-category/beverage.jpg"
"D220-737000000-0462","스무디_디카페인 에스프레소 쉐이크","음료 및 차류","200","ML","166","0.0","1.7","0.0","19.96","0.0","0.0","0.0","0.0","0.0","0.0","64.0","food-category/beverage.jpg"
"D220-737000000-0463","스무디_딸기 밀크 쉐이크","음료 및 차류","200","ML","210","0.0","2.04","0.0","26.74","0.0","0.0","0.0","0.0","0.0","0.0","136.0","food-category/beverage.jpg"
"D220-737000000-0465","스무디_딸기 요거스 아이스(ICED) (L)","음료 및 차류","200","ML","138","27.06","1.9","0.0","25.8","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0466","스무디_딸기 요거스 아이스(ICED) (ML)","음료 및 차류","200","ML","142","28.46","1.98","0.0","26.76","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0467","스무디_딸기 요거트 블렌디드","음료 및 차류","200","ML","168","0.0","1.82","0.0","30.02","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0471","스무디_딸기 유자 소르베","음료 및 차류","200","ML","154","0.0","0.16","0.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","food-category/beverage.jpg"
"D220-737000000-0472","스무디_딸기 코코 스무디","음료 및 차류","200","ML","196","38.62","4.4","0.0","25.86","0.0","0.0","0.0","0.0","0.0","0.0","76.0","food-category/beverage.jpg"
"D220-737000000-0473","스무디_딸기바나나요거트","음료 및 차류","200","ML","154","0.0","2.52","0.0","26.14","0.0","0.0","0.0","0.0","0.0","0.0","40.0","food-category/beverage.jpg"
"D220-737000000-0474","스무디_딸기 복숭아 스무디","음료 및 차류","200","ML","70","17.76","0.0","0.0","17.34","0.0","0.0","0.0","0.0","0.0","0.0","6.0","food-category/beverage.jpg"
"D220-737000000-0438","스무디_그릭요거트 스트로베리 블루베리 스무디 (L)","음료 및 차류","200","ML","140","0.0","3.04","0.0","26.74","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0439","스무디_그릭요거트 스트로베리 블루베리 스무디 (R)","음료 및 차류","200","ML","138","0.0","2.96","0.0","26.64","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0440","스무디_그릭요거트 스트로베리 블루베리 스무디 (S)","음료 및 차류","200","ML","138","0.0","3.38","0.0","26.56","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0441","스무디_그릭요거트 파인애플 망고 스무디 (L)","음료 및 차류","200","ML","134","0.0","0.68","0.0","27.74","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0442","스무디_그릭요거트 파인애플 망고 스무디 (S)","음료 및 차류","200","ML","134","0.0","0.56","0.0","27.68","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0443","스무디_그린티 스무디","음료 및 차류","200","ML","236","0.0","3.92","0.0","28.58","0.0","0.0","0.0","0.0","0.0","0.0","126.0","food-category/beverage.jpg"
"D220-737000000-0444","스무디_그린티 스무디 (L)","음료 및 차류","200","ML","150","0.0","2.72","0.0","25.58","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0445","스무디_그린티 스무디 (M)","음료 및 차류","200","ML","140","0.0","2.06","0.0","25.72","0.0","0.0","0.0","0.0","0.0","0.0","26.0","food-category/beverage.jpg"
"D220-737000000-0446","스무디_그린티 프라페 (L)","음료 및 차류","200","ML","144","0.0","1.74","0.0","28.22","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0447","스무디_그린티 프라페 (R)","음료 및 차류","200","ML","112","0.0","1.5","0.0","21.5","0.0","0.0","0.0","0.0","0.0","0.0","26.0","food-category/beverage.jpg"
"D220-737000000-0448","스무디_글라디에이터 스트로베리 바나나 스무디 (L)","음료 및 차류","200","ML","136","0.0","12.86","0.0","17.26","0.0","0.0","0.0","0.0","0.0","0.0","58.0","food-category/beverage.jpg"
"D220-737000000-0449","스무디_글라디에이터 스트로베리 바나나 스무디 (R)","음료 및 차류","200","ML","98","0.0","13.1","0.0","17.34","0.0","0.0","0.0","0.0","0.0","0.0","58.0","food-category/beverage.jpg"
"D220-737000000-0450","스무디_글라디에이터 스트로베리 바나나 스무디 (S)","음료 및 차류","200","ML","138","0.0","13.0","0.0","17.52","0.0","0.0","0.0","0.0","0.0","0.0","58.0","food-category/beverage.jpg"
"D220-737000000-0451","스무디_글라디에이터 파인애플 망고 스무디 (L)","음료 및 차류","200","ML","164","0.0","11.5","0.0","26.4","0.0","0.0","0.0","0.0","0.0","0.0","70.0","food-category/beverage.jpg"
"D220-737000000-0452","스무디_글라디에이터 파인애플 망고 스무디 (R)","음료 및 차류","200","ML","164","0.0","11.42","0.0","26.22","0.0","0.0","0.0","0.0","0.0","0.0","70.0","food-category/beverage.jpg"
"D220-737000000-0453","스무디_글라디에이터 파인애플 망고 스무디 (S)","음료 및 차류","200","ML","164","0.0","11.86","0.0","26.56","0.0","0.0","0.0","0.0","0.0","0.0","70.0","food-category/beverage.jpg"
"D220-737000000-0454","스무디_꿀배 쿨러시","음료 및 차류","200","ML","128","0.0","0.16","0.0","25.8","0.0","0.0","0.0","0.0","0.0","0.0","40.0","food-category/beverage.jpg"
"D220-737000000-0455","스무디_녹차 루비치노","음료 및 차류","200","ML","120","0.0","2.76","0.0","15.24","0.0","0.0","0.0","0.0","0.0","0.0","74.0","food-category/beverage.jpg"
"D220-752000000-0001","허브차_감잎차 아이스(ICED) (L)","음료 및 차류","200","ML","0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","food-category/beverage.jpg"
"D220-737000000-0419","스무디_피넛 밀크 쉐이크","음료 및 차류","200","ML","186","0.0","3.34","0.0","22.22","0.0","0.0","0.0","0.0","0.0","0.0","126.0","food-category/beverage.jpg"
"D220-737000000-0420","스무디_피스타치오 스무디 (XL)","음료 및 차류","200","ML","98","0.0","1.52","0.0","11.52","0.0","0.0","0.0","0.0","0.0","0.0","28.0","food-category/beverage.jpg"
"D220-737000000-0421","스무디_피스타치오 빽스치노 소프트","음료 및 차류","200","ML","194","0.0","2.62","0.0","6.28","0.0","0.0","0.0","0.0","0.0","0.0","98.0","food-category/beverage.jpg"
"D220-737000000-0422","스무디_피스타치오 빽스치노","음료 및 차류","200","ML","172","0.0","2.56","0.0","3.84","0.0","0.0","0.0","0.0","0.0","0.0","106.0","food-category/beverage.jpg"
"D220-737000000-0423","스무디_피치 딸기 크러쉬","음료 및 차류","200","ML","110","0.0","0.0","0.0","26.56","0.0","0.0","0.0","0.0","0.0","0.0","6.0","food-category/beverage.jpg"
"D220-737000000-0424","스무디_한라봉 스노우","음료 및 차류","200","ML","158","36.0","0.4","0.0","35.6","0.0","0.0","0.0","0.0","0.0","0.0","2.0","food-category/beverage.jpg"
"D220-737000000-0425","스무디_허니 월넛치노","음료 및 차류","200","ML","294","48.94","7.66","7.66","21.7","0.0","0.0","0.0","0.0","0.0","0.0","32.0","food-category/beverage.jpg"
"D220-737000000-0426","스무디_화이트 초콜릿 모카 프라푸치노 (Tall)","음료 및 차류","200","ML","138","0.0","2.26","0.0","21.4","0.0","0.0","0.0","0.0","0.0","0.0","78.0","food-category/beverage.jpg"
"D220-737000000-0427","스무디_화이트 타이거 프라푸치노 (Grande)","음료 및 차류","200","ML","174","0.0","2.12","0.0","24.1","0.0","0.0","0.0","0.0","0.0","0.0","94.0","food-category/beverage.jpg"
"D220-737000000-0428","스무디_화이트 프로스트 (L)","음료 및 차류","200","ML","260","0.0","3.02","0.0","34.66","0.0","0.0","0.0","0.0","0.0","0.0","136.0","food-category/beverage.jpg"
"D220-737000000-0429","스무디_화이트 프로스트 (R)","음료 및 차류","200","ML","262","0.0","2.4","0.0","38.12","0.0","0.0","0.0","0.0","0.0","0.0","140.0","food-category/beverage.jpg"
"D220-737000000-0430","스무디_흑당 스무디","음료 및 차류","200","ML","214","0.0","2.54","0.0","29.6","0.0","0.0","0.0","0.0","0.0","0.0","30.0","food-category/beverage.jpg"
"D220-737000000-0431","스무디_히비스커스펀치슬러쉬","음료 및 차류","200","ML","78","0.0","0.04","0.0","17.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","food-category/beverage.jpg"
"D220-737000000-0432","스무디_20.6칼로리 슬림 플레인 요거트 스무디","음료 및 차류","200","ML","42","0.0","3.92","0.0","3.48","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0433","스무디_가니 리틀 캐리비안 웨이","음료 및 차류","200","ML","112","0.0","0.56","0.0","25.42","0.0","0.0","0.0","0.0","0.0","0.0","6.0","food-category/beverage.jpg"
"D220-737000000-0434","스무디_곡물 스무디","음료 및 차류","200","ML","256","0.0","3.78","0.0","21.5","0.0","0.0","0.0","0.0","0.0","0.0","62.0","food-category/beverage.jpg"
"D220-737000000-0435","스무디_골드키위 썬샤인 스무디 (L)","음료 및 차류","200","ML","148","0.0","0.34","0.0","34.18","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0436","스무디_골드키위 썬샤인 스무디 (R)","음료 및 차류","200","ML","148","0.0","0.42","0.0","33.82","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0437","스무디_골드키위 썬샤인 스무디 (S)","음료 및 차류","200","ML","148","0.0","0.56","0.0","33.9","0.0","0.0","0.0","0.0","0.0","0.0","4.0","food-category/beverage.jpg"
"D220-737000000-0400","스무디_퐁당치노 미숫가루","음료 및 차류","200","ML","208","0.0","5.74","0.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","72.0","food-category/beverage.jpg"
"D220-737000000-0401","스무디_퐁당치노 바닐라","음료 및 차류","200","ML","186","0.0","4.14","0.0","22.6","0.0","0.0","0.0","0.0","0.0","0.0","80.0","food-category/beverage.jpg"
"D220-737000000-0402","스무디_퐁당치노 원조커피","음료 및 차류","200","ML","188","0.0","3.38","0.0","17.22","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
"D220-737000000-0403","스무디_플레인 리얼요거트 프라페노 (L)","음료 및 차류","200","ML","184","0.0","3.12","0.0","33.34","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0404","스무디_플레인 리얼요거트 프라페노 (R)","음료 및 차류","200","ML","184","0.0","3.34","0.0","33.34","0.0","0.0","0.0","0.0","0.0","0.0","36.0","food-category/beverage.jpg"
"D220-737000000-0405","스무디_플레인 밀크 쉐이크","음료 및 차류","200","ML","194","0.0","5.56","0.0","27.78","0.0","0.0","0.0","0.0","0.0","0.0","70.0","food-category/beverage.jpg"
"D220-737000000-0406","스무디_플레인 요거 프라노베","음료 및 차류","200","ML","166","0.0","4.44","0.0","26.66","0.0","0.0","0.0","0.0","0.0","0.0","66.0","food-category/beverage.jpg"
"D220-737000000-0407","스무디_플레인 요거트 그라니따 (R)","음료 및 차류","200","ML","200","0.0","3.56","0.0","40.88","0.0","0.0","0.0","0.0","0.0","0.0","58.0","food-category/beverage.jpg"
"D220-737000000-0408","스무디_플레인 요거트 쉐이크","음료 및 차류","200","ML","232","0.0","4.12","0.0","8.34","0.0","0.0","0.0","0.0","0.0","0.0","76.0","food-category/beverage.jpg"
"D220-737000000-0411","스무디_플레인 요거트 프로스트 (R)","음료 및 차류","200","ML","136","0.0","3.08","0.0","21.4","0.0","0.0","0.0","0.0","0.0","0.0","46.0","food-category/beverage.jpg"
"D220-737000000-0412","스무디_플레인 요거트 플랫치노","음료 및 차류","200","ML","110","0.0","3.16","0.0","15.2","0.0","0.0","0.0","0.0","0.0","0.0","38.0","food-category/beverage.jpg"
"D220-737000000-0413","스무디_플레인 요거트 할리치노","음료 및 차류","200","ML","164","0.0","3.96","0.0","32.76","0.0","0.0","0.0","0.0","0.0","0.0","114.0","food-category/beverage.jpg"
"D220-737000000-0414","스무디_플레인 요거트 블렌디드","음료 및 차류","200","ML","186","0.0","4.24","1.7","26.26","0.0","0.0","0.0","0.0","0.0","0.0","54.0","food-category/beverage.jpg"
"D220-737000000-0417","스무디_플레인퐁 크러쉬","음료 및 차류","200","ML","158","0.0","3.58","0.0","15.64","0.0","0.0","0.0","0.0","0.0","0.0","52.0","food-category/beverage.jpg"
"D220-737000000-0418","스무디_플레인허니퐁 크러쉬","음료 및 차류","200","ML","164","0.0","3.82","0.0","12.22","0.0","0.0","0.0","0.0","0.0","0.0","46.0","food-category/beverage.jpg"
"D220-737000000-0381","스무디_쿠키앤크림 프라노베","음료 및 차류","200","ML","164","0.0","3.0","0.0","24.72","0.0","0.0","0.0","0.0","0.0","0.0","168.0","food-category/beverage.jpg"
"D220-737000000-0382","스무디_쿠키크런치 빽스치노 소프트","음료 및 차류","200","ML","252","0.0","4.0","0.0","27.52","0.0","0.0","0.0","0.0","0.0","0.0","76.0","food-category/beverage.jpg"
"D220-737000000-0383","스무디_쿠키크런치 빽스치노","음료 및 차류","200","ML","244","0.0","4.14","0.0","29.6","0.0","0.0","0.0","0.0","0.0","0.0","78.0","food-category/beverage.jpg"
"D220-737000000-0385","스무디_쿨캔디 팝핑스무디","음료 및 차류","200","ML","220","0.0","0.14","0.0","21.02","0.0","0.0","0.0","0.0","0.0","0.0","64.0","food-category/beverage.jpg"
"D220-737000000-0386","스무디_키위 스무디","음료 및 차류","200","ML","162","0.0","1.44","0.0","31.32","0.0","0.0","0.0","0.0","0.0","0.0","38.0","food-category/beverage.jpg"
"D220-737000000-0387","스무디_키위 스무벨라","음료 및 차류","200","ML","140","0.0","0.0","0.0","28.12","0.0","0.0","0.0","0.0","0.0","0.0","26.0","food-category/beverage.jpg"
"D220-737000000-0388","스무디_키위 요거트 프로스트 (L)","음료 및 차류","200","ML","176","0.0","2.46","0.0","32.66","0.0","0.0","0.0","0.0","0.0","0.0","38.0","food-category/beverage.jpg"
"D220-737000000-0389","스무디_키위 요거트 프로스트 (R)","음료 및 차류","200","ML","158","0.0","2.26","0.0","29.56","0.0","0.0","0.0","0.0","0.0","0.0","34.0","food-category/beverage.jpg"
